Shape_Leng,Shape_Area,zone,LocationID,borough,lat,lng
0.116357453189,0.0007823067885,Newark Airport,1,EWR,40.689515648043326,-74.17678574521427
0.43346966679,0.00486634037837,Jamaica Bay,2,Queens,40.6257242377513,-73.82612577032019
0.0843411059012,0.000314414156821,Allerton/Pelham Gardens,3,Bronx,40.86588754197761,-73.84947892385966
0.0435665270921,0.000111871946192,Alphabet City,4,Manhattan,40.72415214367157,-73.97702292193391
0.0921464898574,0.000497957489363,Arden Heights,5,Staten Island,40.55034012383216,-74.18992967123748
0.150490542523,0.000606460984581,Arrochar/Fort Wadsworth,6,Staten Island,40.59906217408225,-74.06777446074206
0.107417171123,0.000389787989274,Astoria,7,Queens,40.76108472915124,-73.92149056694653
0.0275906911574,2.6587716279e-05,Astoria Park,8,Queens,40.77860696177062,-73.92320240928365
0.0997840924705,0.000338443803197,Auburndale,9,Queens,40.75441092711159,-73.7880202487407
0.0998394794152,0.000435823818081,Baisley Park,10,Queens,40.67812470311968,-73.79166545789063
0.0792110389596,0.00026452053504,Bath Beach,11,Brooklyn,40.60397770880999,-74.01061563053617
0.0366613013579,4.15116236727e-05,Battery Park,12,Manhattan,40.70248841354201,-74.01549032921426
0.0502813228631,0.000149358592917,Battery Park City,13,Manhattan,40.71161208311671,-74.0161196692833
0.175213698053,0.00138177826442,Bay Ridge,14,Brooklyn,40.623584279309085,-74.03044705082972
0.14433622262,0.000925219395547,Bay Terrace/Fort Totten,15,Queens,40.78521950064588,-73.78797108474363
0.141291873771,0.000871889446182,Bayside,16,Queens,40.76120883450066,-73.77166782211644
0.093522632948,0.000322957654799,Bedford,17,Brooklyn,40.69199409627496,-73.94918130103822
0.0697995498569,0.000148850163948,Bedford Park,18,Bronx,40.868762881991,-73.88692199485571
0.101824875452,0.000546661094782,Bellerose,19,Queens,40.73647243913889,-73.72786939615672
0.0514401924362,0.000134512633032,Belmont,20,Bronx,40.8577731142546,-73.88603484053466
0.115973569062,0.000380251345507,Bensonhurst East,21,Brooklyn,40.60204898400991,-73.98130072597276
0.126170229196,0.000472062684608,Bensonhurst West,22,Brooklyn,40.609627340017305,-73.99429701500519
0.290556028962,0.00219556576201,Bloomfield/Emerson Hill,23,Staten Island,40.60750421954218,-74.15944328756477
0.0469999619287,6.07235737749e-05,Bloomingdale,24,Manhattan,40.80203277299444,-73.96556852909367
0.0471458199319,0.000124168267356,Boerum Hill,25,Brooklyn,40.68561458946419,-73.98645898767127
0.12354780707,0.000534039927626,Borough Park,26,Brooklyn,40.62861224058607,-73.98956040655276
0.202508808518,0.00134088762746,Breezy Point/Fort Tilden/Riis Beach,27,Queens,40.55895009192181,-73.90978119781441
0.097960782214,0.000291203927662,Briarwood/Jamaica Hills,28,Queens,40.7108527817552,-73.80732908404998
0.0714083127733,0.000201673837402,Brighton Beach,29,Brooklyn,40.58219554657125,-73.96057984811755
0.0945097669793,0.000145862107626,Broad Channel,30,Queens,40.60487218379011,-73.82009754648026
0.0964245666516,0.000333975927329,Bronx Park,31,Bronx,40.85992052114024,-73.87572204529506
0.05426721601,0.000150879171971,Bronxdale,32,Bronx,40.86445170642538,-73.86462414083125
0.0532702931967,0.000147416802448,Brooklyn Heights,33,Brooklyn,40.69623832706301,-73.99532879720404
0.0657059323545,0.000173946146651,Brooklyn Navy Yard,34,Brooklyn,40.70255903810309,-73.9676989686791
0.085787918592,0.000323825195932,Brownsville,35,Brooklyn,40.66380982261528,-73.91248148827825
0.0870507867063,0.000247666139269,Bushwick North,36,Brooklyn,40.69908473807659,-73.91656398027337
0.142810040466,0.000452062644782,Bushwick South,37,Brooklyn,40.69626745249855,-73.9259483634522
0.0832175685234,0.000327392684821,Cambria Heights,38,Queens,40.69329557043265,-73.73554955854593
0.132369620757,0.00090028293862,Canarsie,39,Brooklyn,40.63887892992447,-73.89977387195201
0.0518506648762,0.000108949211644,Carroll Gardens,40,Brooklyn,40.67850422309208,-73.99581808190938
0.052793109453,0.000143093037737,Central Harlem,41,Manhattan,40.80420482862898,-73.95206533089232
0.0927092274616,0.000263896952605,Central Harlem North,42,Manhattan,40.82104621409778,-73.93951646931666
0.0997386183576,0.000379662912054,Central Park,43,Manhattan,40.782459738636334,-73.96557217995945
0.235688967594,0.00194465649192,Charleston/Tottenville,44,Staten Island,40.527298175003146,-74.2295465457844
0.0459068626235,9.13594688556e-05,Chinatown,45,Manhattan,40.71305782758431,-73.99825262137972
0.134475429879,0.000926391677672,City Island,46,Bronx,40.8474998984857,-73.78648631183053
0.0898275563294,0.000163198117339,Claremont/Bathgate,47,Bronx,40.84575494537198,-73.8969291492323
0.0437467441431,9.42538425377e-05,Clinton East,48,Manhattan,40.76223675561455,-73.98985665083148
0.0752900183427,0.000203185525471,Clinton Hill,49,Brooklyn,40.68851587525063,-73.96493373164775
0.0557479867536,0.000173249283326,Clinton West,50,Manhattan,40.76669237466698,-73.99389940332178
0.0953613442277,0.000395756553505,Co-Op City,51,Bronx,40.87406155090918,-73.83042363189696
0.0289076710093,4.52027509603e-05,Cobble Hill,52,Brooklyn,40.686604541764765,-73.99692247138711
0.161500913385,0.000947530980821,College Point,53,Queens,40.78198795842955,-73.84407034588568
0.0762192448554,0.000132452130536,Columbia Street,54,Brooklyn,40.68699114752068,-74.00309279056297
0.149956807524,0.000736274713586,Coney Island,55,Brooklyn,40.57689961985431,-73.99047413955634
0.0568478126677,0.000180907844436,Corona,56,Queens,40.74159861550188,-73.85905335346229
0.0192705048557,1.80259807917e-05,Corona,56,Queens,40.75231603920603,-73.85338447485503
0.0598554094851,0.000204980931361,Country Club,58,Bronx,40.84147549875695,-73.82070538229719
0.0377948070893,6.28765230648e-05,Crotona Park,59,Bronx,40.83885999059703,-73.89307443383377
0.0786482878226,0.000161833284912,Crotona Park East,60,Bronx,40.831294118788485,-73.88978220265533
0.117310808097,0.000510772092295,Crown Heights North,61,Brooklyn,40.67384284613183,-73.94128202922144
0.0822593359838,0.000158238169004,Crown Heights South,62,Brooklyn,40.667089560726346,-73.94926996707467
0.119100721883,0.000353190910142,Cypress Hills,63,Brooklyn,40.684810194707815,-73.87767643237889
0.18445188474,0.00105790284614,Douglaston,64,Queens,40.76063127603317,-73.73139216250557
0.0446070683658,8.1803882541e-05,Downtown Brooklyn/MetroTech,65,Brooklyn,40.69537260932962,-73.9855710635353
0.0546334593634,0.000108378855948,DUMBO/Vinegar Hill,66,Brooklyn,40.70173247168726,-73.98638274755459
0.0997470781551,0.000394282272487,Dyker Heights,67,Brooklyn,40.61845440722044,-74.01473587119291
0.0493373795569,0.000111073378655,East Chelsea,68,Manhattan,40.74839722483199,-73.99994015650746
0.0789896450483,0.00019905160381,East Concourse/Concourse Village,69,Bronx,40.830607677614125,-73.91536622023362
0.0638403183367,0.000195458476728,East Elmhurst,70,Queens,40.7639478203256,-73.86840291436437
0.0931694551828,0.000382572587364,East Flatbush/Farragut,71,Brooklyn,40.64392851928066,-73.93773452015775
0.0952020695166,0.000323532461947,East Flatbush/Remsen Village,72,Brooklyn,40.65246063118758,-73.92021005488328
0.0853020209129,0.000291799754395,East Flushing,73,Queens,40.75369748694609,-73.80658433314689
0.11029093625,0.000295038418204,East Harlem North,74,Manhattan,40.80556556547766,-73.9383104968462
0.0876638997685,0.00024056392715,East Harlem South,75,Manhattan,40.790650159764766,-73.94495666768462
0.241203016269,0.00126660143241,East New York,76,Brooklyn,40.658686304466364,-73.87841736699428
0.075461081444,0.000191917981315,East New York/Pennsylvania Avenue,77,Brooklyn,40.667701874426,-73.89571715697527
0.0935944495806,0.000191114419551,East Tremont,78,Bronx,40.84603027711272,-73.88664559406891
0.0426249113144,0.000107893068218,East Village,79,Manhattan,40.727944278904765,-73.9852141243977
0.117212621448,0.00040732245622,East Williamsburg,80,Brooklyn,40.71446957458726,-73.94232930719008
0.197592771731,0.00039956655019,Eastchester,81,Bronx,40.87735882816389,-73.84553256631544
0.119875649697,0.000323601079994,Elmhurst,82,Queens,40.73846392036753,-73.87234400959339
0.105984933269,0.000217463718718,Elmhurst/Maspeth,83,Queens,40.74014560317754,-73.88922182947495
0.233623987032,0.00207375572052,Eltingville/Annadale/Prince's Bay,84,Staten Island,40.53201720108748,-74.17393732693846
0.0574751473562,0.000143637804933,Erasmus,85,Brooklyn,40.64725496652425,-73.95220883684644
0.134245282582,0.000623278815249,Far Rockaway,86,Queens,40.60255392656166,-73.75418672929217
0.0369015496117,6.72050210692e-05,Financial District North,87,Manhattan,40.70665961735619,-74.00781211638652
0.0352046035327,5.72999455414e-05,Financial District South,88,Manhattan,40.70339380172108,-74.01130777063678
0.122794569553,0.000447548142373,Flatbush/Ditmas Park,89,Brooklyn,40.64098273381023,-73.9626937337469
0.0307591620819,5.53132476305e-05,Flatiron,90,Manhattan,40.74254616066139,-73.99677751239638
0.124996624585,0.000537330013243,Flatlands,91,Brooklyn,40.6273899924428,-73.93254359068803
0.117830066799,0.000374946617289,Flushing,92,Queens,40.76412728341365,-73.83044712754766
0.170998027597,0.000594278183978,Flushing Meadows-Corona Park,93,Queens,40.73923465746756,-73.84189275500857
0.0498326083147,6.25819407393e-05,Fordham South,94,Bronx,40.85826076435978,-73.90059101086501
0.113629605476,0.00057277033803,Forest Hills,95,Queens,40.72346527235991,-73.84821993627048
0.185180248095,0.000547566253402,Forest Park/Highland Park,96,Queens,40.69576099030476,-73.87601221812388
0.0624760147423,0.000163303970435,Fort Greene,97,Brooklyn,40.690615655694266,-73.975576580035
0.121661018278,0.000485773020954,Fresh Meadows,98,Queens,40.73384121866231,-73.77955023462533
0.1833714893,0.00121016463877,Freshkills Park,99,Staten Island,40.57961794536494,-74.18770273722104
0.0248131090342,3.74700210291e-05,Garment District,100,Manhattan,40.75351409177484,-73.98878589284917
0.101709836277,0.000452342528877,Glen Oaks,101,Queens,40.743721783581485,-73.70907059103794
0.136900484646,0.000296595466345,Glendale,102,Queens,40.70267935991453,-73.88199872967007
0.0143055167343,6.33056361314e-06,Governor's Island/Ellis Island/Liberty Island,103,Manhattan,40.68986057122467,-74.04518140583366
0.0212208330928,1.19205339715e-05,Governor's Island/Ellis Island/Liberty Island,103,Manhattan,40.698673284058565,-74.03913087205653
0.0774253398314,0.000368636392805,Governor's Island/Ellis Island/Liberty Island,103,Manhattan,40.68813782492474,-74.01879436899553
0.0492110119798,0.000113616826567,Gowanus,106,Brooklyn,40.67336116761727,-73.99176357560636
0.0380413645908,7.46112192675e-05,Gramercy,107,Manhattan,40.737348376321,-73.98331035324628
0.11117141227,0.000352866009465,Gravesend,108,Brooklyn,40.58911034415354,-73.98037615109371
0.178267819599,0.00116960076185,Great Kills,109,Staten Island,40.54883071590941,-74.15271468576488
0.103946292913,0.000525745098785,Great Kills Park,110,Staten Island,40.54326752499847,-74.12584640657708
0.0599308800658,0.000208683276503,Green-Wood Cemetery,111,Brooklyn,40.65211580256494,-73.99098890276198
0.107267875765,0.000462068671429,Greenpoint,112,Brooklyn,40.72883034714014,-73.94847219726962
0.032745350566,5.79634566998e-05,Greenwich Village North,113,Manhattan,40.7324859518258,-73.99462821715125
0.0317270347711,4.70207704945e-05,Greenwich Village South,114,Manhattan,40.72861173159057,-73.99867794660477
0.116169413964,0.000373168991958,Grymes Hill/Clifton,115,Staten Island,40.62012754505897,-74.09248610232092
0.0681164844265,0.000260415337217,Hamilton Heights,116,Manhattan,40.827535259806176,-73.94736754322265
0.169885857987,0.00090429427072,Hammels/Arverne,117,Queens,40.59605582982241,-73.77608410155116
0.243966217692,0.00182693922711,Heartland Village/Todt Hill,118,Staten Island,40.58563106211606,-74.13707013132175
0.0835070355744,0.000185779447534,Highbridge,119,Bronx,40.8367300313348,-73.9269662109924
0.0832612702158,9.31462821313e-05,Highbridge Park,120,Manhattan,40.846004072050576,-73.93080685174127
0.0969153373445,0.000384563286473,Hillcrest/Pomonok,121,Queens,40.72734719485207,-73.79968830757159
0.0665318439446,0.000226597104976,Hollis,122,Queens,40.71106846711909,-73.76156418515153
0.0834211389387,0.000296445173366,Homecrest,123,Brooklyn,40.60020480273904,-73.9651983047602
0.127724410062,0.000754837821479,Howard Beach,124,Queens,40.65956676860794,-73.85000504287086
0.0497322121757,7.64293209892e-05,Hudson Sq,125,Manhattan,40.725376340537,-74.00717569200522
0.12994872606,0.0007032738273,Hunts Point,126,Bronx,40.81391819218723,-73.88497727293631
0.0600188855815,0.000163195647796,Inwood,127,Manhattan,40.86506268329175,-73.92032547185646
0.0702090290681,0.000207405982869,Inwood Hill Park,128,Manhattan,40.87218760932429,-73.92543208551089
0.0932727273403,0.00047398833179,Jackson Heights,129,Queens,40.75905747396381,-73.8874063794919
0.142028320665,0.000468322514327,Jamaica,130,Queens,40.70327388330144,-73.80034752467984
0.116547120922,0.000423696152789,Jamaica Estates,131,Queens,40.720412328134245,-73.7713744950727
0.24547851707,0.00203830095472,JFK Airport,132,Queens,40.642604521718,-73.77826365890199
0.065134863162,0.000157188987507,Kensington,133,Brooklyn,40.63938720388805,-73.9743361977043
0.0695878223284,0.000202375182143,Kew Gardens,134,Queens,40.70875017980766,-73.82999270305172
0.121793045659,0.000467912240542,Kew Gardens Hills,135,Queens,40.72940996436194,-73.82398551387588
0.0906287154122,0.000148524994129,Kingsbridge Heights,136,Bronx,40.86480273108767,-73.90571996623524
0.0461076242707,0.000116455098947,Kips Bay,137,Manhattan,40.74035923571167,-73.97711937073566
0.107466933508,0.000536797294367,LaGuardia Airport,138,Queens,40.77486738951802,-73.8728037146871
0.0932997884483,0.000446669880154,Laurelton,139,Queens,40.67774936743111,-73.74332308425674
0.0475842911325,0.000114203907779,Lenox Hill East,140,Manhattan,40.76550681823176,-73.95456804213481
0.0415144638712,7.66545579019e-05,Lenox Hill West,141,Manhattan,40.76683881658485,-73.95971267878048
0.0381758942321,7.56537920738e-05,Lincoln Square East,142,Manhattan,40.77390598538879,-73.98135241373991
0.0541798538849,0.00015109426901,Lincoln Square West,143,Manhattan,40.775770209571455,-73.98797296641823
0.0276201668505,4.74789670369e-05,Little Italy/NoLiTa,144,Manhattan,40.72058145150781,-73.99740668419744
0.114313844981,0.000346641733797,Long Island City/Hunters Point,145,Queens,40.74658996790376,-73.9486991918172
0.0471405215717,0.000104638923425,Long Island City/Queens Plaza,146,Queens,40.75452889411512,-73.93363409454514
0.0587654949268,0.000106418172757,Longwood,147,Bronx,40.81919853034568,-73.89819293473154
0.0391305015633,6.97489921327e-05,Lower East Side,148,Manhattan,40.719211674204594,-73.99071836266182
0.0836805821837,0.000270639618955,Madison,149,Brooklyn,40.60655798592703,-73.94847420881212
0.089331491183,0.000332568036088,Manhattan Beach,150,Brooklyn,40.58026232412551,-73.94288426207342
0.0548899410999,0.000128848901918,Manhattan Valley,151,Manhattan,40.7978662680042,-73.96780839097322
0.0579094768782,0.000146637644064,Manhattanville,152,Manhattan,40.81757720019101,-73.95432487462715
0.024737239022,3.24684964817e-05,Marble Hill,153,Manhattan,40.87560040594335,-73.9110625766578
0.22733157076,0.00178968692433,Marine Park/Floyd Bennett Field,154,Brooklyn,40.59311866661123,-73.89612330695009
0.169808473032,0.000868261018498,Marine Park/Mill Basin,155,Brooklyn,40.61778853887375,-73.9067693423191
0.144476890476,0.0010521217443,Mariners Harbor,156,Staten Island,40.62874837548554,-74.16485930476132
0.131300217777,0.000354370128323,Maspeth,157,Queens,40.72403935660098,-73.90192569084424
0.0548099905515,0.000185568253002,Meatpacking/West Village West,158,Manhattan,40.73524806667919,-74.0083857570117
0.064363233206,0.00017124910387,Melrose South,159,Bronx,40.818259460507406,-73.91358298976442
0.14151914297,0.000571234977994,Middle Village,160,Queens,40.71850381975495,-73.88071224786368
0.0358039100611,7.19130682992e-05,Midtown Center,161,Manhattan,40.75822648122193,-73.97743183810948
0.0352698146219,4.78936962112e-05,Midtown East,162,Manhattan,40.756816155312855,-73.97214548508123
0.0341768669752,4.08567804196e-05,Midtown North,163,Manhattan,40.76442545340527,-73.97836698802045
0.0357716119908,5.56318237441e-05,Midtown South,164,Manhattan,40.74880766681464,-73.9859288064872
0.088608036213,0.000353959317019,Midwood,165,Brooklyn,40.62095870008636,-73.95460294826192
0.0688237542871,0.000255276270405,Morningside Heights,166,Manhattan,40.80957022827245,-73.96181526438258
0.0908159737292,0.000167529391193,Morrisania/Melrose,167,Bronx,40.82798803567513,-73.90444259410572
0.114517434155,0.000547058100444,Mott Haven/Port Morris,168,Bronx,40.80743953086456,-73.91705803171513
0.0601046580332,0.000146027537733,Mount Hope,169,Bronx,40.84911482191491,-73.90502146000487
0.0457690091051,7.43150675972e-05,Murray Hill,170,Manhattan,40.74765428110328,-73.97694199243557
0.107353876244,0.000520099538161,Murray Hill-Queens,171,Queens,40.76894366878338,-73.80888071716296
0.118476116148,0.000658402501406,New Dorp/Midland Beach,172,Staten Island,40.572465420142485,-74.10392650248171
0.0600639661414,0.000178329851357,North Corona,173,Queens,40.75177924392136,-73.86308370078238
0.0678177559602,0.000155928664422,Norwood,174,Bronx,40.87685259216732,-73.87776056184657
0.134897665102,0.000504920726134,Oakland Gardens,175,Queens,40.743273849336205,-73.75735677160675
0.151995190703,0.000657782126267,Oakwood,176,Staten Island,40.56206060701333,-74.11961243241743
0.0715805407056,0.000198894762248,Ocean Hill,177,Brooklyn,40.67709861291536,-73.9111057913062
0.0682528770739,0.000175805409143,Ocean Parkway South,178,Brooklyn,40.61763318143445,-73.9706887790417
0.0713808644377,0.000183893478476,Old Astoria,179,Queens,40.77142534181576,-73.92681235822377
0.0805277671523,0.000247682193353,Ozone Park,180,Queens,40.67516385159468,-73.84936435434233
0.0895372399547,0.000306890292807,Park Slope,181,Brooklyn,40.67201914054624,-73.97904489684504
0.0393606369479,9.10644156732e-05,Parkchester,182,Bronx,40.83740435869961,-73.85794162069108
0.0398262960348,9.51929451066e-05,Pelham Bay,183,Bronx,40.84956864684239,-73.83185405296464
0.260815683043,0.00198883363103,Pelham Bay Park,184,Bronx,40.86478541717874,-73.80461083821186
0.0861619681636,0.000228537100218,Pelham Parkway,185,Bronx,40.853471658678565,-73.85518043318044
0.0246963902234,3.70729416953e-05,Penn Station/Madison Sq West,186,Manhattan,40.748476361762044,-73.9924553277106
0.126868431324,0.000421195755741,Port Richmond,187,Staten Island,40.62545371993807,-74.14115248206295
